stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set003-A2_160.txt,03,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-A2_160.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_160.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_238.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_27.txt,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-A2_27.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A2_27.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A2_295.txt,03,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085,5085
speed,set003-A2_295.txt,03,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set003-A2_295.txt,03,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88,3189.88
trough,set003-A2_322.txt,03,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595,4595
speed,set003-A2_322.txt,03,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set003-A2_322.txt,03,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41,2886.41
trough,set003-A2_441.txt,03,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999
speed,set003-A2_441.txt,03,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
distance,set003-A2_441.txt,03,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39,1882.39
trough,set003-A3_142.txt,03,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329
speed,set003-A3_142.txt,03,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set003-A3_142.txt,03,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25,3975.25
trough,set003-A3_204.txt,03,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set003-A3_204.txt,03,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set003-A3_204.txt,03,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set003-A3_227.txt,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set003-A3_227.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A3_227.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A3_292.txt,03,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set003-A3_292.txt,03,2.2,2.25,2.25,2.2,2.2,2.25,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
distance,set003-A3_292.txt,03,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set003-A3_443.txt,03,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551,1551
speed,set003-A3_443.txt,03,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set003-A3_443.txt,03,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35,971.35
trough,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A4_109.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A4_11.txt,03,1064,1065,1066,1066,1066,1065,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066
speed,set003-A4_11.txt,03,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_11.txt,03,666.0,666.63,667.25,667.25,667.25,666.63,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25,667.25
trough,set003-A4_12.txt,03,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3454,3455,3454,3454,3454,3455,3456,3454,3455,3456,3456,3456
speed,set003-A4_12.txt,03,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_12.txt,03,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2168.89,2169.52,2168.89,2168.89,2168.89,2169.52,2170.15,2168.89,2169.52,2170.15,2170.15,2170.15
trough,set003-A4_123.txt,03,23,23,22,21,21,23,22,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,20,20
speed,set003-A4_123.txt,03,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set003-A4_123.txt,03,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set003-A4_196.txt,03,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
speed,set003-A4_196.txt,03,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-A4_196.txt,03,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18,57.18
trough,set003-A4_33.txt,03,8482,8479,8474,8472,8472,8476,8473,8472,8472,8471,8472,8472,8471,8471,8471,8472,8471,8471,8471,8471,8471,8471,8471,8471,8470
speed,set003-A4_33.txt,03,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set003-A4_33.txt,03,5327.36,5325.47,5322.33,5321.07,5321.07,5323.59,5321.7,5321.07,5321.07,5320.44,5321.07,5321.07,5320.44,5320.44,5320.44,5321.07,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5320.44,5319.82
trough,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-A4_401.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-A4_444.txt,03,728,728,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727
speed,set003-A4_444.txt,03,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set003-A4_444.txt,03,449.23,449.23,448.61,448.61,447.98,448.61,448.61,447.98,447.98,447.98,448.61,447.98,447.98,447.98,447.98,447.98,447.98,447.98,448.61,448.61,447.98,447.98,448.61,448.61,448.61
trough,set003-B1_326.txt,03,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043
speed,set003-B1_326.txt,03,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set003-B1_326.txt,03,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79,11335.79
trough,set003-B2_115.txt,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-B2_115.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-B2_115.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-B2_152.txt,03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set003-B2_152.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-B2_152.txt,03,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set003-B2_258.txt,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set003-B2_258.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-B2_258.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-B2_28.txt,03,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
speed,set003-B2_28.txt,03,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set003-B2_28.txt,03,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set003-B2_311.txt,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set003-B2_311.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set003-B2_311.txt,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set003-B2_312.txt,03,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
speed,set003-B2_312.txt,03,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set003-B2_312.txt,03,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89,787.89
trough,set003-B2_418.txt,03,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914,3914
speed,set003-B2_418.txt,03,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
distance,set003-B2_418.txt,03,2229.21,2228.58,2228.58,2229.21,2227.95,2228.58,2228.58,2229.21,2227.95,2227.32,2229.21,2227.95,2227.32,2227.32,2227.32,2227.95,2227.32,2227.32,2227.32,2227.32,2227.32,2227.32,2227.32,2227.32,2227.32
trough,set003-B2_432.txt,03,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328
speed,set003-B2_432.txt,03,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
distance,set003-B2_432.txt,03,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24
trough,set003-B2_45.txt,03,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434
speed,set003-B2_45.txt,03,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set003-B2_45.txt,03,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09,255.09
trough,set003-B3_129.txt,03,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
speed,set003-B3_129.txt,03,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set003-B3_129.txt,03,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05
trough,set003-B3_269.txt,03,20228,20228,20226,20226,20226,20227,20226,20226,20226,20226,20226,20226,20226,20226,20225,20226,20226,20225,20225,20225,20225,20225,20225,20225,20224
speed,set003-B3_269.txt,03,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set003-B3_269.txt,03,12706.74,12706.74,12705.48,12705.48,12705.48,12706.11,12705.48,12705.48,12705.48,12705.48,12705.48,12705.48,12705.48,12705.48,12704.85,12705.48,12705.48,12704.85,12704.85,12704.85,12704.85,12704.85,12704.85,12704.85,12704.23
trough,set003-B3_395.txt,03,13,14,13,13,13,13,13,13,13,15,13,13,15,15,15,13,15,15,15,15,15,15,15,15,16
speed,set003-B3_395.txt,03,0.82,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.91,1.12,1.12,1.91,1.9,1.9,1.12,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.89
distance,set003-B3_395.txt,03,5.65,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,7.54,6.28,6.28,7.54,7.54,7.54,6.28,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,8.17
trough,set003-B4_151.txt,03,4111,4110,4108,4107,4107,4110,4107,4107,4107,4106,4107,4107,4107,4105,4104,4107,4106,4104,4102,4101,4105,4104,4102,4101,4101
speed,set003-B4_151.txt,03,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set003-B4_151.txt,03,2582.31,2581.68,2580.43,2579.8,2579.8,2581.68,2579.8,2579.8,2579.8,2579.17,2579.8,2579.8,2579.8,2578.54,2577.91,2579.8,2579.17,2577.91,2576.66,2576.03,2578.54,2577.91,2576.66,2576.03,2576.03
trough,set003-B4_347.txt,03,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set003-B4_347.txt,03,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set003-B4_347.txt,03,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set003-B4_412.txt,03,9820,9818,9813,9813,9810,9814,9813,9810,9809,9804,9811,9810,9807,9804,9801,9809,9804,9802,9797,9793,9804,9802,9794,9793,9792
speed,set003-B4_412.txt,03,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set003-B4_412.txt,03,6161.74,6160.48,6157.97,6157.97,6156.71,6158.6,6157.97,6156.71,6156.08,6153.57,6157.34,6156.71,6155.46,6153.57,6151.69,6156.08,6153.57,6152.31,6151.06,6151.06,6153.57,6152.31,6151.06,6151.06,6150.43
